Index,Body_Part,Occupational_Group,Impairment_Code,Variant
619,REPRODUCTIVE,430,07.05.00.00,F
620,REPRODUCTIVE,460,07.05.00.00,F
621,REPRODUCTIVE,470,07.05.00.00,F
622,REPRODUCTIVE,480,07.05.00.00,F
623,REPRODUCTIVE,481,07.05.00.00,F
624,REPRODUCTIVE,482,07.05.00.00,F
625,REPRODUCTIVE,490,07.05.00.00,F
626,REPRODUCTIVE,491,07.05.00.00,F
627,REPRODUCTIVE,492,07.05.00.00,F
628,REPRODUCTIVE,493,07.05.00.00,F
629,REPRODUCTIVE,560,07.05.00.00,F
630,REPRODUCTIVE,590,07.05.00.00,F
631,SKIN-SCARS,110,08.01--08.02,I
632,SKIN-SCARS,111,08.01--08.02,I
633,SKIN-SCARS,112,08.01--08.02,I
634,SKIN-SCARS,120,08.01--08.02,H
635,SKIN-SCARS,210,08.01--08.02,J
636,SKIN-SCARS,211,08.01--08.02,I
637,SKIN-SCARS,212,08.01--08.02,I
638,SKIN-SCARS,213,08.01--08.02,H
639,SKIN-SCARS,214,08.01--08.02,J
640,SKIN-SCARS,220,08.01--08.02,J
641,SKIN-SCARS,221,08.01--08.02,G
642,SKIN-SCARS,230,08.01--08.02,E
643,SKIN-SCARS,240,08.01--08.02,J
644,SKIN-SCARS,250,08.01--08.02,H
645,SKIN-SCARS,251,08.01--08.02,J
646,SKIN-SCARS,290,08.01--08.02,J
647,SKIN-SCARS,310,08.01--08.02,I
648,SKIN-SCARS,311,08.01--08.02,J
649,SKIN-SCARS,320,08.01--08.02,E
650,SKIN-SCARS,321,08.01--08.02,E
651,SKIN-SCARS,322,08.01--08.02,H
652,SKIN-SCARS,330,08.01--08.02,E
653,SKIN-SCARS,331,08.01--08.02,E
654,SKIN-SCARS,332,08.01--08.02,E
655,SKIN-SCARS,340,08.01--08.02,G
656,SKIN-SCARS,341,08.01--08.02,E
657,SKIN-SCARS,350,08.01--08.02,G
658,SKIN-SCARS,351,08.01--08.02,E
659,SKIN-SCARS,360,08.01--08.02,F
660,SKIN-SCARS,370,08.01--08.02,F
661,SKIN-SCARS,380,08.01--08.02,F
662,SKIN-SCARS,390,08.01--08.02,H
663,SKIN-SCARS,420,08.01--08.02,E
664,SKIN-SCARS,430,08.01--08.02,E
665,SKIN-SCARS,460,08.01--08.02,F
666,SKIN-SCARS,470,08.01--08.02,F
667,SKIN-SCARS,480,08.01--08.02,E
668,SKIN-SCARS,481,08.01--08.02,F
669,SKIN-SCARS,482,08.01--08.02,E
670,SKIN-SCARS,490,08.01--08.02,J
671,SKIN-SCARS,491,08.01--08.02,E
672,SKIN-SCARS,492,08.01--08.02,E
673,SKIN-SCARS,493,08.01--08.02,I
674,SKIN-SCARS,560,08.01--08.02,E
675,SKIN-SCARS,590,08.01--08.02,I
676,DERMATITIS,110,08.03--08.04,F
677,DERMATITIS,111,08.03--08.04,F
678,DERMATITIS,112,08.03--08.04,F
679,DERMATITIS,120,08.03--08.04,F
680,DERMATITIS,210,08.03--08.04,F
681,DERMATITIS,211,08.03--08.04,F
682,DERMATITIS,212,08.03--08.04,F
683,DERMATITIS,213,08.03--08.04,F
684,DERMATITIS,214,08.03--08.04,F
685,DERMATITIS,220,08.03--08.04,G
686,DERMATITIS,221,08.03--08.04,F
687,DERMATITIS,230,08.03--08.04,F
688,DERMATITIS,240,08.03--08.04,F
689,DERMATITIS,250,08.03--08.04,F
690,DERMATITIS,251,08.03--08.04,F
691,DERMATITIS,290,08.03--08.04,H
692,DERMATITIS,310,08.03--08.04,F
693,DERMATITIS,311,08.03--08.04,G
694,DERMATITIS,320,08.03--08.04,G
695,DERMATITIS,321,08.03--08.04,F
696,DERMATITIS,322,08.03--08.04,H
697,DERMATITIS,330,08.03--08.04,F
698,DERMATITIS,331,08.03--08.04,G
699,DERMATITIS,332,08.03--08.04,F
700,DERMATITIS,340,08.03--08.04,G
701,DERMATITIS,341,08.03--08.04,G
702,DERMATITIS,350,08.03--08.04,F
703,DERMATITIS,351,08.03--08.04,F
704,DERMATITIS,360,08.03--08.04,F
705,DERMATITIS,370,08.03--08.04,G
706,DERMATITIS,380,08.03--08.04,G
707,DERMATITIS,390,08.03--08.04,F
708,DERMATITIS,420,08.03--08.04,H
709,DERMATITIS,430,08.03--08.04,F
710,DERMATITIS,460,08.03--08.04,F
711,DERMATITIS,470,08.03--08.04,G
712,DERMATITIS,480,08.03--08.04,F
713,DERMATITIS,481,08.03--08.04,G
714,DERMATITIS,482,08.03--08.04,F
715,DERMATITIS,490,08.03--08.04,F
716,DERMATITIS,491,08.03--08.04,F
717,DERMATITIS,492,08.03--08.04,F
718,DERMATITIS,493,08.03--08.04,F
719,DERMATITIS,560,08.03--08.04,F
720,DERMATITIS,590,08.03--08.04,F
721,SKIN CANCER,110,08.05.00.00,F
722,SKIN CANCER,111,08.05.00.00,F
723,SKIN CANCER,112,08.05.00.00,F
724,SKIN CANCER,120,08.05.00.00,F
725,SKIN CANCER,210,08.05.00.00,F
726,SKIN CANCER,211,08.05.00.00,F
727,SKIN CANCER,212,08.05.00.00,F
728,SKIN CANCER,213,08.05.00.00,H
729,SKIN CANCER,214,08.05.00.00,F
730,SKIN CANCER,220,08.05.00.00,F
731,SKIN CANCER,221,08.05.00.00,F
732,SKIN CANCER,230,08.05.00.00,F
733,SKIN CANCER,240,08.05.00.00,G
734,SKIN CANCER,250,08.05.00.00,G
735,SKIN CANCER,251,08.05.00.00,G
736,SKIN CANCER,290,08.05.00.00,F
737,SKIN CANCER,310,08.05.00.00,F
738,SKIN CANCER,311,08.05.00.00,F
739,SKIN CANCER,320,08.05.00.00,F
740,SKIN CANCER,321,08.05.00.00,F
741,SKIN CANCER,322,08.05.00.00,F
742,SKIN CANCER,330,08.05.00.00,F
743,SKIN CANCER,331,08.05.00.00,F
744,SKIN CANCER,332,08.05.00.00,F
745,SKIN CANCER,340,08.05.00.00,F
746,SKIN CANCER,341,08.05.00.00,H
747,SKIN CANCER,350,08.05.00.00,G
748,SKIN CANCER,351,08.05.00.00,G
749,SKIN CANCER,360,08.05.00.00,F
750,SKIN CANCER,370,08.05.00.00,F
751,SKIN CANCER,380,08.05.00.00,H
752,SKIN CANCER,390,08.05.00.00,G
753,SKIN CANCER,420,08.05.00.00,F
754,SKIN CANCER,430,08.05.00.00,F
755,SKIN CANCER,460,08.05.00.00,F
756,SKIN CANCER,470,08.05.00.00,F
757,SKIN CANCER,480,08.05.00.00,H
758,SKIN CANCER,481,08.05.00.00,H
759,SKIN CANCER,482,08.05.00.00,H
760,SKIN CANCER,490,08.05.00.00,H
761,SKIN CANCER,491,08.05.00.00,H
762,SKIN CANCER,492,08.05.00.00,H
763,SKIN CANCER,493,08.05.00.00,H
764,SKIN CANCER,560,08.05.00.00,G
765,SKIN CANCER,590,08.05.00.00,H
766,HEMATOPOIETIC,110,09.01.00.00,F
767,HEMATOPOIETIC,111,09.01.00.00,F
768,HEMATOPOIETIC,112,09.01.00.00,F
769,HEMATOPOIETIC,120,09.01.00.00,F
770,HEMATOPOIETIC,210,09.01.00.00,F
771,HEMATOPOIETIC,211,09.01.00.00,F
772,HEMATOPOIETIC,212,09.01.00.00,F
773,HEMATOPOIETIC,213,09.01.00.00,F
774,HEMATOPOIETIC,214,09.01.00.00,F
775,HEMATOPOIETIC,220,09.01.00.00,F
776,HEMATOPOIETIC,221,09.01.00.00,F
777,HEMATOPOIETIC,230,09.01.00.00,F
778,HEMATOPOIETIC,240,09.01.00.00,F
779,HEMATOPOIETIC,250,09.01.00.00,F
780,HEMATOPOIETIC,251,09.01.00.00,F
781,HEMATOPOIETIC,290,09.01.00.00,F
782,HEMATOPOIETIC,310,09.01.00.00,F
783,HEMATOPOIETIC,311,09.01.00.00,F
784,HEMATOPOIETIC,320,09.01.00.00,F
785,HEMATOPOIETIC,321,09.01.00.00,F
786,HEMATOPOIETIC,322,09.01.00.00,F
787,HEMATOPOIETIC,330,09.01.00.00,F
788,HEMATOPOIETIC,331,09.01.00.00,F
789,HEMATOPOIETIC,332,09.01.00.00,F
790,HEMATOPOIETIC,340,09.01.00.00,F
791,HEMATOPOIETIC,341,09.01.00.00,F
792,HEMATOPOIETIC,350,09.01.00.00,F
793,HEMATOPOIETIC,351,09.01.00.00,F
794,HEMATOPOIETIC,360,09.01.00.00,F
795,HEMATOPOIETIC,370,09.01.00.00,F
796,HEMATOPOIETIC,380,09.01.00.00,F
797,HEMATOPOIETIC,390,09.01.00.00,F
798,HEMATOPOIETIC,420,09.01.00.00,F
799,HEMATOPOIETIC,430,09.01.00.00,F
800,HEMATOPOIETIC,460,09.01.00.00,F
801,HEMATOPOIETIC,470,09.01.00.00,F
802,HEMATOPOIETIC,480,09.01.00.00,F
803,HEMATOPOIETIC,481,09.01.00.00,F
804,HEMATOPOIETIC,482,09.01.00.00,F
805,HEMATOPOIETIC,490,09.01.00.00,F
806,HEMATOPOIETIC,491,09.01.00.00,F
807,HEMATOPOIETIC,492,09.01.00.00,F
808,HEMATOPOIETIC,493,09.01.00.00,F
809,HEMATOPOIETIC,560,09.01.00.00,F
810,HEMATOPOIETIC,590,09.01.00.00,F
811,DIABETES,110,10.01.00.00,F
812,DIABETES,111,10.01.00.00,F
813,DIABETES,112,10.01.00.00,F
814,DIABETES,120,10.01.00.00,F
815,DIABETES,210,10.01.00.00,F
816,DIABETES,211,10.01.00.00,F
817,DIABETES,212,10.01.00.00,F
818,DIABETES,213,10.01.00.00,F
819,DIABETES,214,10.01.00.00,F
820,DIABETES,220,10.01.00.00,F
821,DIABETES,221,10.01.00.00,F
822,DIABETES,230,10.01.00.00,F
823,DIABETES,240,10.01.00.00,F
824,DIABETES,250,10.01.00.00,F
825,DIABETES,251,10.01.00.00,F
826,DIABETES,290,10.01.00.00,F
827,DIABETES,310,10.01.00.00,F
828,DIABETES,311,10.01.00.00,F
829,DIABETES,320,10.01.00.00,F
830,DIABETES,321,10.01.00.00,F
831,DIABETES,322,10.01.00.00,F
832,DIABETES,330,10.01.00.00,F
833,DIABETES,331,10.01.00.00,F
834,DIABETES,332,10.01.00.00,F
835,DIABETES,340,10.01.00.00,F
836,DIABETES,341,10.01.00.00,F
837,DIABETES,350,10.01.00.00,F
838,DIABETES,351,10.01.00.00,F
839,DIABETES,360,10.01.00.00,F
840,DIABETES,370,10.01.00.00,F
841,DIABETES,380,10.01.00.00,F
842,DIABETES,390,10.01.00.00,F
843,DIABETES,420,10.01.00.00,F
844,DIABETES,430,10.01.00.00,F
845,DIABETES,460,10.01.00.00,F
846,DIABETES,470,10.01.00.00,F
847,DIABETES,480,10.01.00.00,F
848,DIABETES,481,10.01.00.00,F
849,DIABETES,482,10.01.00.00,F
850,DIABETES,490,10.01.00.00,F
851,DIABETES,491,10.01.00.00,F
852,DIABETES,492,10.01.00.00,F
853,DIABETES,493,10.01.00.00,F
854,DIABETES,560,10.01.00.00,F
855,DIABETES,590,10.01.00.00,F
856,VESTIBULAR,110,11.01.02.00,D
857,VESTIBULAR,111,11.01.02.00,D
858,VESTIBULAR,112,11.01.02.00,D
859,VESTIBULAR,120,11.01.02.00,D
860,VESTIBULAR,210,11.01.02.00,E
861,VESTIBULAR,211,11.01.02.00,D
862,VESTIBULAR,212,11.01.02.00,E
863,VESTIBULAR,213,11.01.02.00,H
864,VESTIBULAR,214,11.01.02.00,F
865,VESTIBULAR,220,11.01.02.00,F
866,VESTIBULAR,221,11.01.02.00,F
867,VESTIBULAR,230,11.01.02.00,F
868,VESTIBULAR,240,11.01.02.00,E
869,VESTIBULAR,250,11.01.02.00,G
870,VESTIBULAR,251,11.01.02.00,F
871,VESTIBULAR,290,11.01.02.00,E
872,VESTIBULAR,310,11.01.02.00,F
873,VESTIBULAR,311,11.01.02.00,F
874,VESTIBULAR,320,11.01.02.00,F
875,VESTIBULAR,321,11.01.02.00,F
876,VESTIBULAR,322,11.01.02.00,F
877,VESTIBULAR,330,11.01.02.00,F
878,VESTIBULAR,331,11.01.02.00,F
879,VESTIBULAR,332,11.01.02.00,F
880,VESTIBULAR,340,11.01.02.00,F
881,VESTIBULAR,341,11.01.02.00,I
882,VESTIBULAR,350,11.01.02.00,G
883,VESTIBULAR,351,11.01.02.00,G
884,VESTIBULAR,360,11.01.02.00,F
885,VESTIBULAR,370,11.01.02.00,H
886,VESTIBULAR,380,11.01.02.00,J
887,VESTIBULAR,390,11.01.02.00,G
888,VESTIBULAR,420,11.01.02.00,F
889,VESTIBULAR,430,11.01.02.00,G
890,VESTIBULAR,460,11.01.02.00,F
891,VESTIBULAR,470,11.01.02.00,H
892,VESTIBULAR,480,11.01.02.00,G
893,VESTIBULAR,481,11.01.02.00,J
894,VESTIBULAR,482,11.01.02.00,J
895,VESTIBULAR,490,11.01.02.00,I
896,VESTIBULAR,491,11.01.02.00,F
897,VESTIBULAR,492,11.01.02.00,H
898,VESTIBULAR,493,11.01.02.00,I
899,VESTIBULAR,560,11.01.02.00,H
900,VESTIBULAR,590,11.01.02.00,J
901,FACE-COSMETIC,110,11.02.01.00,I
902,FACE-COSMETIC,111,11.02.01.00,I
903,FACE-COSMETIC,112,11.02.01.00,I
904,FACE-COSMETIC,120,11.02.01.00,H
905,FACE-COSMETIC,210,11.02.01.00,J
906,FACE-COSMETIC,211,11.02.01.00,I
907,FACE-COSMETIC,212,11.02.01.00,I
908,FACE-COSMETIC,213,11.02.01.00,H
909,FACE-COSMETIC,214,11.02.01.00,J
910,FACE-COSMETIC,220,11.02.01.00,J
911,FACE-COSMETIC,221,11.02.01.00,G
912,FACE-COSMETIC,230,11.02.01.00,E
913,FACE-COSMETIC,240,11.02.01.00,J
914,FACE-COSMETIC,250,11.02.01.00,H
915,FACE-COSMETIC,251,11.02.01.00,J
916,FACE-COSMETIC,290,11.02.01.00,J
917,FACE-COSMETIC,310,11.02.01.00,I
918,FACE-COSMETIC,311,11.02.01.00,J
919,FACE-COSMETIC,320,11.02.01.00,E
920,FACE-COSMETIC,321,11.02.01.00,E
921,FACE-COSMETIC,322,11.02.01.00,H
922,FACE-COSMETIC,330,11.02.01.00,E
923,FACE-COSMETIC,331,11.02.01.00,E
924,FACE-COSMETIC,332,11.02.01.00,E
925,FACE-COSMETIC,340,11.02.01.00,G
926,FACE-COSMETIC,341,11.02.01.00,E
927,FACE-COSMETIC,350,11.02.01.00,G
928,FACE-COSMETIC,351,11.02.01.00,E
929,FACE-COSMETIC,360,11.02.01.00,F
930,FACE-COSMETIC,370,11.02.01.00,F
931,FACE-COSMETIC,380,11.02.01.00,F
932,FACE-COSMETIC,390,11.02.01.00,H
933,FACE-COSMETIC,420,11.02.01.00,E
934,FACE-COSMETIC,430,11.02.01.00,E
935,FACE-COSMETIC,460,11.02.01.00,F
936,FACE-COSMETIC,470,11.02.01.00,F
937,FACE-COSMETIC,480,11.02.01.00,E
938,FACE-COSMETIC,481,11.02.01.00,F
939,FACE-COSMETIC,482,11.02.01.00,E
940,FACE-COSMETIC,490,11.02.01.00,J
941,FACE-COSMETIC,491,11.02.01.00,E
942,FACE-COSMETIC,492,11.02.01.00,E
943,FACE-COSMETIC,493,11.02.01.00,I
944,FACE-COSMETIC,560,11.02.01.00,E
945,FACE-COSMETIC,590,11.02.01.00,I
946,FACE-EYE,110,11.02.02.00,I
947,FACE-EYE,111,11.02.02.00,I
948,FACE-EYE,112,11.02.02.00,J
949,FACE-EYE,120,11.02.02.00,J
950,FACE-EYE,210,11.02.02.00,J
951,FACE-EYE,211,11.02.02.00,I
952,FACE-EYE,212,11.02.02.00,I
953,FACE-EYE,213,11.02.02.00,I
954,FACE-EYE,214,11.02.02.00,J
955,FACE-EYE,220,11.02.02.00,J
956,FACE-EYE,221,11.02.02.00,H
957,FACE-EYE,230,11.02.02.00,G
958,FACE-EYE,240,11.02.02.00,G
959,FACE-EYE,250,11.02.02.00,I
960,FACE-EYE,251,11.02.02.00,I
961,FACE-EYE,290,11.02.02.00,J
962,FACE-EYE,310,11.02.02.00,I
963,FACE-EYE,311,11.02.02.00,J
964,FACE-EYE,320,11.02.02.00,I
965,FACE-EYE,321,11.02.02.00,H
966,FACE-EYE,322,11.02.02.00,H
967,FACE-EYE,330,11.02.02.00,G
968,FACE-EYE,331,11.02.02.00,F
969,FACE-EYE,332,11.02.02.00,G
970,FACE-EYE,340,11.02.02.00,F
971,FACE-EYE,341,11.02.02.00,F
972,FACE-EYE,350,11.02.02.00,I
973,FACE-EYE,351,11.02.02.00,H
974,FACE-EYE,360,11.02.02.00,F
975,FACE-EYE,370,11.02.02.00,H
976,FACE-EYE,380,11.02.02.00,H
977,FACE-EYE,390,11.02.02.00,H
978,FACE-EYE,420,11.02.02.00,G
979,FACE-EYE,430,11.02.02.00,G
980,FACE-EYE,460,11.02.02.00,F
981,FACE-EYE,470,11.02.02.00,H
982,FACE-EYE,480,11.02.02.00,F
983,FACE-EYE,481,11.02.02.00,H
984,FACE-EYE,482,11.02.02.00,I
985,FACE-EYE,490,11.02.02.00,J
986,FACE-EYE,491,11.02.02.00,F
987,FACE-EYE,492,11.02.02.00,G
988,FACE-EYE,493,11.02.02.00,I
989,FACE-EYE,560,11.02.02.00,F
990,FACE-EYE,590,11.02.02.00,I
991,NOSE - SMELL,110,11.03.01.00,F
992,NOSE - SMELL,111,11.03.01.00,F
993,NOSE - SMELL,112,11.03.01.00,F
994,NOSE - SMELL,120,11.03.01.00,F
995,NOSE - SMELL,210,11.03.01.00,F
996,NOSE - SMELL,211,11.03.01.00,F
997,NOSE - SMELL,212,11.03.01.00,F
998,NOSE - SMELL,213,11.03.01.00,F
999,NOSE - SMELL,214,11.03.01.00,F
1000,NOSE - SMELL,220,11.03.01.00,F
1001,NOSE - SMELL,221,11.03.01.00,F
1002,NOSE - SMELL,230,11.03.01.00,F
1003,NOSE - SMELL,240,11.03.01.00,F
1004,NOSE - SMELL,250,11.03.01.00,F
1005,NOSE - SMELL,251,11.03.01.00,F
1006,NOSE - SMELL,290,11.03.01.00,G
1007,NOSE - SMELL,310,11.03.01.00,F
1008,NOSE - SMELL,311,11.03.01.00,F
1009,NOSE - SMELL,320,11.03.01.00,F
1010,NOSE - SMELL,321,11.03.01.00,F
1011,NOSE - SMELL,322,11.03.01.00,H
1012,NOSE - SMELL,330,11.03.01.00,F
1013,NOSE - SMELL,331,11.03.01.00,F
1014,NOSE - SMELL,332,11.03.01.00,F
1015,NOSE - SMELL,340,11.03.01.00,F
1016,NOSE - SMELL,341,11.03.01.00,F
1017,NOSE - SMELL,350,11.03.01.00,H
1018,NOSE - SMELL,351,11.03.01.00,F
1019,NOSE - SMELL,360,11.03.01.00,F
1020,NOSE - SMELL,370,11.03.01.00,F
1021,NOSE - SMELL,380,11.03.01.00,G
1022,NOSE - SMELL,390,11.03.01.00,H
1023,NOSE - SMELL,420,11.03.01.00,F
1024,NOSE - SMELL,430,11.03.01.00,G
1025,NOSE - SMELL,460,11.03.01.00,F
1026,NOSE - SMELL,470,11.03.01.00,F
1027,NOSE - SMELL,480,11.03.01.00,F
1028,NOSE - SMELL,481,11.03.01.00,G
1029,NOSE - SMELL,482,11.03.01.00,I
1030,NOSE - SMELL,490,11.03.01.00,J
1031,NOSE - SMELL,491,11.03.01.00,F
1032,NOSE - SMELL,492,11.03.01.00,G
1033,NOSE - SMELL,493,11.03.01.00,F
1034,NOSE - SMELL,560,11.03.01.00,F
1035,NOSE - SMELL,590,11.03.01.00,J
1036,MASTICATION,110,11.03.02.00,I
1037,MASTICATION,111,11.03.02.00,H
1038,MASTICATION,112,11.03.02.00,H
1039,MASTICATION,120,11.03.02.00,F
1040,MASTICATION,210,11.03.02.00,J
1041,MASTICATION,211,11.03.02.00,H
1042,MASTICATION,212,11.03.02.00,I
1043,MASTICATION,213,11.03.02.00,H
1044,MASTICATION,214,11.03.02.00,J
1045,MASTICATION,220,11.03.02.00,I
1046,MASTICATION,221,11.03.02.00,F
1047,MASTICATION,230,11.03.02.00,F
1048,MASTICATION,240,11.03.02.00,G
1049,MASTICATION,250,11.03.02.00,G
1050,MASTICATION,251,11.03.02.00,I
1051,MASTICATION,290,11.03.02.00,H
1052,MASTICATION,310,11.03.02.00,H
1053,MASTICATION,311,11.03.02.00,I
1054,MASTICATION,320,11.03.02.00,F
1055,MASTICATION,321,11.03.02.00,F
1056,MASTICATION,322,11.03.02.00,G
1057,MASTICATION,330,11.03.02.00,F
1058,MASTICATION,331,11.03.02.00,F
1059,MASTICATION,332,11.03.02.00,F
1060,MASTICATION,340,11.03.02.00,F
1061,MASTICATION,341,11.03.02.00,F
1062,MASTICATION,350,11.03.02.00,G
1063,MASTICATION,351,11.03.02.00,F
1064,MASTICATION,360,11.03.02.00,F
1065,MASTICATION,370,11.03.02.00,F
1066,MASTICATION,380,11.03.02.00,F
1067,MASTICATION,390,11.03.02.00,G
1068,MASTICATION,420,11.03.02.00,F
1069,MASTICATION,430,11.03.02.00,F
1070,MASTICATION,460,11.03.02.00,F
1071,MASTICATION,470,11.03.02.00,F
1072,MASTICATION,480,11.03.02.00,F
1073,MASTICATION,481,11.03.02.00,F
1074,MASTICATION,482,11.03.02.00,G
1075,MASTICATION,490,11.03.02.00,H
1076,MASTICATION,491,11.03.02.00,F
1077,MASTICATION,492,11.03.02.00,G
1078,MASTICATION,493,11.03.02.00,F
1079,MASTICATION,560,11.03.02.00,F
1080,MASTICATION,590,11.03.02.00,G
1081,TASTE-SMELL,110,11.03.03.00,F
1082,TASTE-SMELL,111,11.03.03.00,F
1083,TASTE-SMELL,112,11.03.03.00,F
1084,TASTE-SMELL,120,11.03.03.00,F
1085,TASTE-SMELL,210,11.03.03.00,F
1086,TASTE-SMELL,211,11.03.03.00,F
1087,TASTE-SMELL,212,11.03.03.00,F
1088,TASTE-SMELL,213,11.03.03.00,F
1089,TASTE-SMELL,214,11.03.03.00,F
1090,TASTE-SMELL,220,11.03.03.00,F
1091,TASTE-SMELL,221,11.03.03.00,F
1092,TASTE-SMELL,230,11.03.03.00,F
1093,TASTE-SMELL,240,11.03.03.00,F
1094,TASTE-SMELL,250,11.03.03.00,F
1095,TASTE-SMELL,251,11.03.03.00,F
1096,TASTE-SMELL,290,11.03.03.00,G
1097,TASTE-SMELL,310,11.03.03.00,F
1098,TASTE-SMELL,311,11.03.03.00,F
1099,TASTE-SMELL,320,11.03.03.00,F
1100,TASTE-SMELL,321,11.03.03.00,F
1101,TASTE-SMELL,322,11.03.03.00,H
1102,TASTE-SMELL,330,11.03.03.00,F
1103,TASTE-SMELL,331,11.03.03.00,F
1104,TASTE-SMELL,332,11.03.03.00,F
1105,TASTE-SMELL,340,11.03.03.00,F
1106,TASTE-SMELL,341,11.03.03.00,F
1107,TASTE-SMELL,350,11.03.03.00,F
1108,TASTE-SMELL,351,11.03.03.00,F
1109,TASTE-SMELL,360,11.03.03.00,F
1110,TASTE-SMELL,370,11.03.03.00,F
1111,TASTE-SMELL,380,11.03.03.00,F
1112,TASTE-SMELL,390,11.03.03.00,G
1113,TASTE-SMELL,420,11.03.03.00,F
1114,TASTE-SMELL,430,11.03.03.00,F
1115,TASTE-SMELL,460,11.03.03.00,F
1116,TASTE-SMELL,470,11.03.03.00,F
1117,TASTE-SMELL,480,11.03.03.00,F
1118,TASTE-SMELL,481,11.03.03.00,F
1119,TASTE-SMELL,482,11.03.03.00,F
1120,TASTE-SMELL,490,11.03.03.00,G
1121,TASTE-SMELL,491,11.03.03.00,F
1122,TASTE-SMELL,492,11.03.03.00,F
1123,TASTE-SMELL,493,11.03.03.00,F
1124,TASTE-SMELL,560,11.03.03.00,F
1125,TASTE-SMELL,590,11.03.03.00,F
1126,VOICE-SPEECH,110,11.03.04.00,J
1127,VOICE-SPEECH,111,11.03.04.00,I
1128,VOICE-SPEECH,112,11.03.04.00,I
1129,VOICE-SPEECH,120,11.03.04.00,F
1130,VOICE-SPEECH,210,11.03.04.00,J
1131,VOICE-SPEECH,211,11.03.04.00,I
1132,VOICE-SPEECH,212,11.03.04.00,I
1133,VOICE-SPEECH,213,11.03.04.00,H
1134,VOICE-SPEECH,214,11.03.04.00,J
1135,VOICE-SPEECH,220,11.03.04.00,I
1136,VOICE-SPEECH,221,11.03.04.00,D
1137,VOICE-SPEECH,230,11.03.04.00,D
1138,VOICE-SPEECH,240,11.03.04.00,H
1139,VOICE-SPEECH,250,11.03.04.00,H
1140,VOICE-SPEECH,251,11.03.04.00,J
1141,VOICE-SPEECH,290,11.03.04.00,I
1142,VOICE-SPEECH,310,11.03.04.00,I
1143,VOICE-SPEECH,311,11.03.04.00,I
1144,VOICE-SPEECH,320,11.03.04.00,D
1145,VOICE-SPEECH,321,11.03.04.00,C
1146,VOICE-SPEECH,322,11.03.04.00,G
1147,VOICE-SPEECH,330,11.03.04.00,D
1148,VOICE-SPEECH,331,11.03.04.00,D
1149,VOICE-SPEECH,332,11.03.04.00,F
1150,VOICE-SPEECH,340,11.03.04.00,G
1151,VOICE-SPEECH,341,11.03.04.00,F
1152,VOICE-SPEECH,350,11.03.04.00,H
1153,VOICE-SPEECH,351,11.03.04.00,F
1154,VOICE-SPEECH,360,11.03.04.00,G
1155,VOICE-SPEECH,370,11.03.04.00,F
1156,VOICE-SPEECH,380,11.03.04.00,G
1157,VOICE-SPEECH,390,11.03.04.00,H
1158,VOICE-SPEECH,420,11.03.04.00,C
1159,VOICE-SPEECH,430,11.03.04.00,D
1160,VOICE-SPEECH,460,11.03.04.00,F
1161,VOICE-SPEECH,470,11.03.04.00,F
1162,VOICE-SPEECH,480,11.03.04.00,F
1163,VOICE-SPEECH,481,11.03.04.00,G
1164,VOICE-SPEECH,482,11.03.04.00,G
1165,VOICE-SPEECH,490,11.03.04.00,I
1166,VOICE-SPEECH,491,11.03.04.00,F
1167,VOICE-SPEECH,492,11.03.04.00,G
1168,VOICE-SPEECH,493,11.03.04.00,H
1169,VOICE-SPEECH,560,11.03.04.00,F
1170,VOICE-SPEECH,590,11.03.04.00,H
1171,VISION,110,12.01--12.03,H
1172,VISION,111,12.01--12.03,I
1173,VISION,112,12.01--12.03,J
1174,VISION,120,12.01--12.03,J
1175,VISION,210,12.01--12.03,I
1176,VISION,211,12.01--12.03,I
1177,VISION,212,12.01--12.03,I
1178,VISION,213,12.01--12.03,I
1179,VISION,214,12.01--12.03,I
1180,VISION,220,12.01--12.03,J
1181,VISION,221,12.01--12.03,H
1182,VISION,230,12.01--12.03,G
1183,VISION,240,12.01--12.03,F
1184,VISION,250,12.01--12.03,I
1185,VISION,251,12.01--12.03,H
1186,VISION,290,12.01--12.03,I
1187,VISION,310,12.01--12.03,I
1188,VISION,311,12.01--12.03,I
1189,VISION,320,12.01--12.03,I
1190,VISION,321,12.01--12.03,H
1191,VISION,322,12.01--12.03,G
1192,VISION,330,12.01--12.03,G
1193,VISION,331,12.01--12.03,F
1194,VISION,332,12.01--12.03,G
1195,VISION,340,12.01--12.03,F
1196,VISION,341,12.01--12.03,F
1197,VISION,350,12.01--12.03,I
1198,VISION,351,12.01--12.03,H
1199,VISION,360,12.01--12.03,F
1200,VISION,370,12.01--12.03,H
1201,VISION,380,12.01--12.03,H
1202,VISION,390,12.01--12.03,G
1203,VISION,420,12.01--12.03,G
1204,VISION,430,12.01--12.03,G
1205,VISION,460,12.01--12.03,F
1206,VISION,470,12.01--12.03,H
1207,VISION,480,12.01--12.03,F
1208,VISION,481,12.01--12.03,H
1209,VISION,482,12.01--12.03,I
1210,VISION,490,12.01--12.03,I
1211,VISION,491,12.01--12.03,F
1212,VISION,492,12.01--12.03,G
1213,VISION,493,12.01--12.03,I
1214,VISION,560,12.01--12.03,F
1215,VISION,590,12.01--12.03,I
1216,CONSCIOUSNESS,110,13.01.00.00,I
1217,CONSCIOUSNESS,111,13.01.00.00,H
1218,CONSCIOUSNESS,112,13.01.00.00,H
